dataset,column_name,column_group,data_type_sample,missing_percentage_sample,sample_values,total_rows_in_file
train_transaction,TransactionID,identifier,int64,0.0,"['2987000', '2987001', '2987002']",590540
train_transaction,isFraud,target,int64,0.0,"['0', '0', '0']",590540
train_transaction,TransactionDT,time,int64,0.0,"['86400', '86401', '86469']",590540
train_transaction,TransactionAmt,amount,float64,0.0,"['68.5', '29.0', '59.0']",590540
train_transaction,ProductCD,product,object,0.0,"['W', 'W', 'W']",590540
train_transaction,card1,card_feature,int64,0.0,"['13926', '2755', '4663']",590540
train_transaction,card2,card_feature,float64,1.19,"['404.0', '490.0', '567.0']",590540
train_transaction,card3,card_feature,float64,0.01,"['150.0', '150.0', '150.0']",590540
train_transaction,card4,card_feature,object,0.01,"['discover', 'mastercard', 'visa']",590540
train_transaction,card5,card_feature,float64,0.22,"['142.0', '102.0', '166.0']",590540
train_transaction,card6,card_feature,object,0.01,"['credit', 'credit', 'debit']",590540
train_transaction,addr1,address_feature,float64,9.13,"['315.0', '325.0', '330.0']",590540
train_transaction,addr2,address_feature,float64,9.13,"['87.0', '87.0', '87.0']",590540
train_transaction,dist1,other,float64,66.15,"['19.0', '287.0', '36.0']",590540
train_transaction,dist2,other,float64,96.22,"['30.0', '98.0', '149.0']",590540
train_transaction,P_emaildomain,email_domain,object,21.05,"['gmail.com', 'outlook.com', 'yahoo.com']",590540
train_transaction,R_emaildomain,email_domain,object,83.75,"['gmail.com', 'hotmail.com', 'gmail.com']",590540
train_transaction,C1,count_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,C2,count_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,C3,count_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,C4,count_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,C5,count_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,C6,count_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,C7,count_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,C8,count_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,C9,count_feature,float64,0.0,"['1.0', '0.0', '1.0']",590540
train_transaction,C10,count_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,C11,count_feature,float64,0.0,"['2.0', '1.0', '1.0']",590540
train_transaction,C12,count_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,C13,count_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,C14,count_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,D1,time_delta_feature,float64,0.0,"['14.0', '0.0', '0.0']",590540
train_transaction,D2,time_delta_feature,float64,45.77,"['112.0', '61.0', '1.0']",590540
train_transaction,D3,time_delta_feature,float64,42.73,"['13.0', '0.0', '30.0']",590540
train_transaction,D4,time_delta_feature,float64,62.31,"['0.0', '0.0', '94.0']",590540
train_transaction,D5,time_delta_feature,float64,72.32,"['0.0', '30.0', '0.0']",590540
train_transaction,D6,time_delta_feature,float64,95.09,"['0.0', '0.0', '537.0']",590540
train_transaction,D7,time_delta_feature,float64,97.77,"['0.0', '4.0', '0.0']",590540
train_transaction,D8,time_delta_feature,float64,89.0,"['83.0', '26.0', '21.0']",590540
train_transaction,D9,time_delta_feature,float64,89.0,"['0.0', '0.0', '0.0']",590540
train_transaction,D10,time_delta_feature,float64,12.65,"['13.0', '0.0', '0.0']",590540
train_transaction,D11,time_delta_feature,float64,77.24,"['13.0', '315.0', '0.0']",590540
train_transaction,D12,time_delta_feature,float64,95.94,"['0.0', '0.0', '0.0']",590540
train_transaction,D13,time_delta_feature,float64,97.2,"['0.0', '0.0', '0.0']",590540
train_transaction,D14,time_delta_feature,float64,95.5,"['0.0', '0.0', '0.0']",590540
train_transaction,D15,time_delta_feature,float64,49.31,"['0.0', '0.0', '315.0']",590540
train_transaction,M1,match_feature,object,57.9,"['T', 'T', 'T']",590540
train_transaction,M2,match_feature,object,57.9,"['T', 'T', 'T']",590540
train_transaction,M3,match_feature,object,57.9,"['T', 'T', 'T']",590540
train_transaction,M4,match_feature,object,48.86,"['M2', 'M0', 'M0']",590540
train_transaction,M5,match_feature,object,57.93,"['F', 'T', 'F']",590540
train_transaction,M6,match_feature,object,25.72,"['T', 'T', 'F']",590540
train_transaction,M7,match_feature,object,78.66,"['F', 'T', 'F']",590540
train_transaction,M8,match_feature,object,78.66,"['F', 'T', 'F']",590540
train_transaction,M9,match_feature,object,78.66,"['F', 'T', 'T']",590540
train_transaction,V1,anonymous_transaction_feature,float64,77.24,"['1.0', '1.0', '1.0']",590540
train_transaction,V2,anonymous_transaction_feature,float64,77.24,"['1.0', '1.0', '1.0']",590540
train_transaction,V3,anonymous_transaction_feature,float64,77.24,"['1.0', '1.0', '1.0']",590540
train_transaction,V4,anonymous_transaction_feature,float64,77.24,"['1.0', '1.0', '1.0']",590540
train_transaction,V5,anonymous_transaction_feature,float64,77.24,"['1.0', '1.0', '1.0']",590540
train_transaction,V6,anonymous_transaction_feature,float64,77.24,"['1.0', '1.0', '1.0']",590540
train_transaction,V7,anonymous_transaction_feature,float64,77.24,"['1.0', '1.0', '1.0']",590540
train_transaction,V8,anonymous_transaction_feature,float64,77.24,"['1.0', '1.0', '1.0']",590540
train_transaction,V9,anonymous_transaction_feature,float64,77.24,"['1.0', '1.0', '1.0']",590540
train_transaction,V10,anonymous_transaction_feature,float64,77.24,"['0.0', '0.0', '0.0']",590540
train_transaction,V11,anonymous_transaction_feature,float64,77.24,"['0.0', '0.0', '0.0']",590540
train_transaction,V12,anonymous_transaction_feature,float64,12.66,"['1.0', '0.0', '1.0']",590540
train_transaction,V13,anonymous_transaction_feature,float64,12.66,"['1.0', '0.0', '1.0']",590540
train_transaction,V14,anonymous_transaction_feature,float64,12.66,"['1.0', '1.0', '1.0']",590540
train_transaction,V15,anonymous_transaction_feature,float64,12.66,"['0.0', '0.0', '0.0']",590540
train_transaction,V16,anonymous_transaction_feature,float64,12.66,"['0.0', '0.0', '0.0']",590540
train_transaction,V17,anonymous_transaction_feature,float64,12.66,"['0.0', '0.0', '0.0']",590540
train_transaction,V18,anonymous_transaction_feature,float64,12.66,"['0.0', '0.0', '0.0']",590540
train_transaction,V19,anonymous_transaction_feature,float64,12.66,"['1.0', '1.0', '1.0']",590540
train_transaction,V20,anonymous_transaction_feature,float64,12.66,"['1.0', '1.0', '1.0']",590540
train_transaction,V21,anonymous_transaction_feature,float64,12.66,"['0.0', '0.0', '0.0']",590540
train_transaction,V22,anonymous_transaction_feature,float64,12.66,"['0.0', '0.0', '0.0']",590540
train_transaction,V23,anonymous_transaction_feature,float64,12.66,"['1.0', '1.0', '1.0']",590540
train_transaction,V24,anonymous_transaction_feature,float64,12.66,"['1.0', '1.0', '1.0']",590540
train_transaction,V25,anonymous_transaction_feature,float64,12.66,"['1.0', '1.0', '1.0']",590540
train_transaction,V26,anonymous_transaction_feature,float64,12.66,"['1.0', '1.0', '1.0']",590540
train_transaction,V27,anonymous_transaction_feature,float64,12.66,"['0.0', '0.0', '0.0']",590540
train_transaction,V28,anonymous_transaction_feature,float64,12.66,"['0.0', '0.0', '0.0']",590540
train_transaction,V29,anonymous_transaction_feature,float64,12.66,"['0.0', '0.0', '0.0']",590540
train_transaction,V30,anonymous_transaction_feature,float64,12.66,"['0.0', '0.0', '0.0']",590540
train_transaction,V31,anonymous_transaction_feature,float64,12.66,"['0.0', '0.0', '0.0']",590540
train_transaction,V32,anonymous_transaction_feature,float64,12.66,"['0.0', '0.0', '0.0']",590540
train_transaction,V33,anonymous_transaction_feature,float64,12.66,"['0.0', '0.0', '0.0']",590540
train_transaction,V34,anonymous_transaction_feature,float64,12.66,"['0.0', '0.0', '0.0']",590540
train_transaction,V35,anonymous_transaction_feature,float64,62.31,"['0.0', '1.0', '1.0']",590540
train_transaction,V36,anonymous_transaction_feature,float64,62.31,"['0.0', '1.0', '1.0']",590540
train_transaction,V37,anonymous_transaction_feature,float64,62.31,"['1.0', '1.0', '1.0']",590540
train_transaction,V38,anonymous_transaction_feature,float64,62.31,"['1.0', '1.0', '1.0']",590540
train_transaction,V39,anonymous_transaction_feature,float64,62.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V40,anonymous_transaction_feature,float64,62.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V41,anonymous_transaction_feature,float64,62.31,"['1.0', '1.0', '1.0']",590540
train_transaction,V42,anonymous_transaction_feature,float64,62.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V43,anonymous_transaction_feature,float64,62.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V44,anonymous_transaction_feature,float64,62.31,"['1.0', '1.0', '1.0']",590540
train_transaction,V45,anonymous_transaction_feature,float64,62.31,"['1.0', '1.0', '1.0']",590540
train_transaction,V46,anonymous_transaction_feature,float64,62.31,"['1.0', '1.0', '1.0']",590540
train_transaction,V47,anonymous_transaction_feature,float64,62.31,"['1.0', '1.0', '1.0']",590540
train_transaction,V48,anonymous_transaction_feature,float64,62.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V49,anonymous_transaction_feature,float64,62.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V50,anonymous_transaction_feature,float64,62.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V51,anonymous_transaction_feature,float64,62.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V52,anonymous_transaction_feature,float64,62.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V53,anonymous_transaction_feature,float64,13.43,"['1.0', '0.0', '1.0']",590540
train_transaction,V54,anonymous_transaction_feature,float64,13.43,"['1.0', '0.0', '1.0']",590540
train_transaction,V55,anonymous_transaction_feature,float64,13.43,"['1.0', '1.0', '1.0']",590540
train_transaction,V56,anonymous_transaction_feature,float64,13.43,"['1.0', '1.0', '1.0']",590540
train_transaction,V57,anonymous_transaction_feature,float64,13.43,"['0.0', '0.0', '0.0']",590540
train_transaction,V58,anonymous_transaction_feature,float64,13.43,"['0.0', '0.0', '0.0']",590540
train_transaction,V59,anonymous_transaction_feature,float64,13.43,"['0.0', '0.0', '0.0']",590540
train_transaction,V60,anonymous_transaction_feature,float64,13.43,"['0.0', '0.0', '0.0']",590540
train_transaction,V61,anonymous_transaction_feature,float64,13.43,"['1.0', '1.0', '1.0']",590540
train_transaction,V62,anonymous_transaction_feature,float64,13.43,"['1.0', '1.0', '1.0']",590540
train_transaction,V63,anonymous_transaction_feature,float64,13.43,"['0.0', '0.0', '0.0']",590540
train_transaction,V64,anonymous_transaction_feature,float64,13.43,"['0.0', '0.0', '0.0']",590540
train_transaction,V65,anonymous_transaction_feature,float64,13.43,"['1.0', '1.0', '1.0']",590540
train_transaction,V66,anonymous_transaction_feature,float64,13.43,"['1.0', '1.0', '1.0']",590540
train_transaction,V67,anonymous_transaction_feature,float64,13.43,"['1.0', '1.0', '1.0']",590540
train_transaction,V68,anonymous_transaction_feature,float64,13.43,"['0.0', '0.0', '0.0']",590540
train_transaction,V69,anonymous_transaction_feature,float64,13.43,"['0.0', '0.0', '0.0']",590540
train_transaction,V70,anonymous_transaction_feature,float64,13.43,"['0.0', '0.0', '0.0']",590540
train_transaction,V71,anonymous_transaction_feature,float64,13.43,"['0.0', '0.0', '0.0']",590540
train_transaction,V72,anonymous_transaction_feature,float64,13.43,"['0.0', '0.0', '0.0']",590540
train_transaction,V73,anonymous_transaction_feature,float64,13.43,"['0.0', '0.0', '0.0']",590540
train_transaction,V74,anonymous_transaction_feature,float64,13.43,"['0.0', '0.0', '0.0']",590540
train_transaction,V75,anonymous_transaction_feature,float64,49.31,"['1.0', '0.0', '1.0']",590540
train_transaction,V76,anonymous_transaction_feature,float64,49.31,"['1.0', '0.0', '1.0']",590540
train_transaction,V77,anonymous_transaction_feature,float64,49.31,"['1.0', '1.0', '1.0']",590540
train_transaction,V78,anonymous_transaction_feature,float64,49.31,"['1.0', '1.0', '1.0']",590540
train_transaction,V79,anonymous_transaction_feature,float64,49.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V80,anonymous_transaction_feature,float64,49.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V81,anonymous_transaction_feature,float64,49.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V82,anonymous_transaction_feature,float64,49.31,"['0.0', '1.0', '1.0']",590540
train_transaction,V83,anonymous_transaction_feature,float64,49.31,"['0.0', '1.0', '1.0']",590540
train_transaction,V84,anonymous_transaction_feature,float64,49.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V85,anonymous_transaction_feature,float64,49.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V86,anonymous_transaction_feature,float64,49.31,"['1.0', '1.0', '1.0']",590540
train_transaction,V87,anonymous_transaction_feature,float64,49.31,"['1.0', '1.0', '1.0']",590540
train_transaction,V88,anonymous_transaction_feature,float64,49.31,"['1.0', '1.0', '1.0']",590540
train_transaction,V89,anonymous_transaction_feature,float64,49.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V90,anonymous_transaction_feature,float64,49.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V91,anonymous_transaction_feature,float64,49.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V92,anonymous_transaction_feature,float64,49.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V93,anonymous_transaction_feature,float64,49.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V94,anonymous_transaction_feature,float64,49.31,"['0.0', '0.0', '0.0']",590540
train_transaction,V95,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V96,anonymous_transaction_feature,float64,0.0,"['1.0', '0.0', '0.0']",590540
train_transaction,V97,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V98,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V99,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V100,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V101,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V102,anonymous_transaction_feature,float64,0.0,"['1.0', '0.0', '0.0']",590540
train_transaction,V103,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V104,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V105,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V106,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V107,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V108,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V109,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V110,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V111,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V112,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V113,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V114,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V115,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V116,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V117,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V118,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V119,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V120,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V121,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V122,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V123,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V124,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V125,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V126,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V127,anonymous_transaction_feature,float64,0.0,"['117.0', '0.0', '0.0']",590540
train_transaction,V128,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V129,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V130,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V131,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V132,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V133,anonymous_transaction_feature,float64,0.0,"['117.0', '0.0', '0.0']",590540
train_transaction,V134,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V135,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V136,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V137,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V138,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V139,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V140,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V141,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V142,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V143,anonymous_transaction_feature,float64,86.18,"['6.0', '6.0', '6.0']",590540
train_transaction,V144,anonymous_transaction_feature,float64,86.18,"['18.0', '18.0', '18.0']",590540
train_transaction,V145,anonymous_transaction_feature,float64,86.18,"['140.0', '140.0', '140.0']",590540
train_transaction,V146,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V147,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V148,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V149,anonymous_transaction_feature,float64,86.18,"['0.0', '0.0', '0.0']",590540
